"Africa","Guinea-Bissau","Bissau","-015:35:15","+11:51:35","99","+00000","+00000"
"Africa","Kenya","Nairobi","+036:47:47","+01:16:34","99","+10800","+10800"
"Africa","Lesotho","Maseru","+027:29:07","-29:17:51","99","+07200","+07200"
"Africa","Liberia","Monrovia","-010:47:39","+06:18:00","99","+00000","+00000"
"Africa","Libya","Tripoli","+013:10:47","+32:53:04","99","+07200","+07200"
"Africa","Madagascar","Antananarivo","+049:43:00","-13:22:00","99","+10800","+10800"
"Africa","Madeira","Funchal","-016:54:34","+32:38:41"," 0","+00000","+03600"
"Africa","Malawi","Lilongwe","+033:46:13","-13:59:23","99","+07200","+07200"
"Africa","Mali","Bamako","-007:56:34","+12:35:04","99","+00000","+00000"
"Africa","Mauritania","Nouakchott","-016:01:15","+18:19:00","99","+00000","+00000"
"Africa","Mauritius","Port Louis","+057:29:22","-20:09:55","99","+14400","+14400"
"Africa","Mayotte","Mamoudzou","+045:10:06","-12:47:04","99","+10800","+10800"
"Africa","Morocco","Rabat","-006:52:13","+33:59:25"," 0","+00000","+03600"
"Africa","Mozambique","Maputo","+032:34:49","-25:58:06","99","+07200","+07200"
"Africa","Namibia","Windhoek","+017:04:49","-22:34:29"," 0","+03600","+07200"
"Africa","Niger","Niamey","+002:04:00","+13:32:42","99","+03600","+03600"
"Africa","Nigeria","Abuja","+007:29:20","+09:03:28","99","+03600","+03600"
"Africa","Nigeria","Lagos","+003:26:21","+06:26:50","99","+03600","+03600"
"Africa","Republic of the Congo","Brazzaville","+015:15:58","-04:16:36","99","+03600","+03600"
"Africa","Reunion","Saint-Denis","+055:27:37","-20:52:23","99","+14400","+14400"
"Africa","Rwanda","Kigali","+030:03:42","-01:56:38","99","+07200","+07200"
"Africa","Sahrawi Arab Democratic Republic","El Aaiun","-013:12:05","+27:09:44","99","+00000","+00000"
"Africa","Saint Helena","Jamestown","-005:43:23","-15:55:52","99","+00000","+00000"
"Africa","Sao Tome and Prncipe","Sao Tome","+006:43:51","+00:20:09","99","+00000","+00000"
"Africa","Senegal","Dakar","+017:26:23","+14:44:31","99","+00000","+00000"
"Africa","Seychelles","Victoria","+055:26:47","-04:37:51","99","+14400","+14400"
"Africa","Sierra Leone","Freetown","-013:15:57","+08:28:10","99","+00000","+00000"
"Africa","Somalia","Mogadishu","+045:19:44","+02:05:00","99","+10800","+10800"
"Africa","Soudan","Khartoum","+032:31:59","+15:35:59","99","+10800","+10800"
"Africa","South Africa","Bloemfontein","+026:13:08","-29:06:41","99","+07200","+07200"
"Africa","South Africa","Cape Town","+018:25:32","-33:55:11","99","+07200","+07200"
"Africa","South Africa","Johannesburg","+028:02:02","-26:11:42","99","+07200","+07200"
"Africa","South Africa","Pretoria","+028:11:15","-25:44:46","99","+07200","+07200"
"Africa","Swaziland","Lobamba","+031:12:00","-26:28:00","99","+07200","+07200"
"Africa","Swaziland","Manzini","+031:14:30","-26:32:00","99","+07200","+07200"
"Africa","Swaziland","Mbabane","+031:08:27","-26:19:06","99","+07200","+07200"
"Africa","Tanzania","Dar Es Salaam","+039:16:47","-06:49:11","99","+10800","+10800"
"Africa","Togo","Lome","+001:13:31","+06:07:22","99","+00000","+00000"
"Africa","Tunisia","Tunis","+009:32:15","+33:53:12"," 0","+03600","+07200"
"Africa","Uganda","Kampala","+032:34:16","+00:18:47","99","+10800","+10800"
"Africa","Zambia","Lusaka","+028:16:51","-15:24:52","99","+07200","+07200"
"Africa","Zimbabwe","Harare","+031:02:58","-17:49:21","99","+07200","+07200"
"Asia","Abkhazia","Sokhumi","+040:59:21","+43:00:26","99","+14400","+14400"
"Asia","Adjara","Batumi","+041:38:07","+41:39:40","99","+14400","+14400"
"Asia","Afghanistan","Herat","+062:11:12","+34:20:42","99","+16200","+16200"
"Asia","Afghanistan","Kabul","+069:11:42","+34:30:55","99","+16200","+16200"
"Asia","Afghanistan","Kandahar","+065:42:00","+31:36:39","99","+16200","+16200"
"Asia","Afghanistan","Maz\u0101r-e Shar\u012Bf ","+067:06:36","+36:42:13","99","+16200","+16200"
"Asia","Akrotiri and Dhekelia","Episkopi Cantonment ","+032:51:00","+34:50:00"," 0","+07200","+10800"
"Asia","Armenia","Yerevan","+044:31:12","+40:10:12"," 0","+14400","+18000"
"Asia","Azerbaijan","Baku","+049:52:56","+40:23:43"," 0","+14400","+18000"
"Asia","Bahrain","Manama","+050:35:00","+26:13:00","99","+10800","+10800"
"Asia","Bangladesh","Chittagong","+091:48:00","+22:22:00","99","+21600","+21600"
"Asia","Bangladesh","Dhaka","+090:23:52","+23:42:38","99","+21600","+21600"
"Asia","Bhutan","Thimphu","+089:40:02","+27:26:33","99","+21600","+21600"
"Asia","British Indian Ocean Territory","Diego Garcia","+072:25:21","-07:20:11","99","+21600","+21600"
"Asia","Brunei","Bandar Seri Begawan","+114:56:55","+04:56:27","99","+28800","+28800"
"Asia","Burma","Mandalay","+096:06:00","+21:59:00","99","+23400","+23400"
"Asia","Burma","Mawlamyine","+097:37:00","+16:29:00","99","+23400","+23400"
"Asia","Burma","Naypyidaw","+096:06:00","+19:45:00","99","+23400","+23400"
"Asia","Burma","Yangon","+096:09:00","+16:48:00","99","+23400","+23400"
"Asia","Cambodia","Phnom Penh","+104:55:03","+11:33:30","99","+25200","+25200"
"Asia","China","Beijing","+116:23:45","+39:54:20","99","+28800","+28800"
"Asia","China","Changsha","+112:58:20","+28:11:46","99","+28800","+28800"
"Asia","China","Chengdu","+104:04:00","+30:39:49","99","+28800","+28800"
"Asia","China","Chongqing","+106:30:25","+29:33:00","99","+28800","+28800"
"Asia","China","Dongguan","+113:43:00","+23:02:00","99","+28800","+28800"
"Asia","China","Fuzhou","+119:13:00","+26:16:00","99","+28800","+28800"
"Asia","China","Guangzhou","+113:15:53","+23:06:32","99","+28800","+28800"
"Asia","China","Harbin","+126:38:00","+45:45:00","99","+28800","+28800"
"Asia","China","Hong Kong","+114:06:34","+22:23:47","99","+28800","+28800"
"Asia","China","Lanzhou","+103:45:03","+36:04:06","99","+28800","+28800"
"Asia","China","Macau","+113:32:39","+22:12:06","99","+28800","+28800"
"Asia","China","Nanchang","+115:53:00","+28:41:00","99","+28800","+28800"
"Asia","China","Nanjing","+118:46:00","+32:03:00","99","+28800","+28800"
"Asia","China","Qingdao","+120:20:00","+36:05:00","99","+28800","+28800"
"Asia","China","Shanghai","+121:28:30","+31:13:20","99","+28800","+28800"
"Asia","China","Shantou","+116:42:00","+23:22:00","99","+28800","+28800"
"Asia","China","Shenyang","+123:26:53","+41:47:44","99","+28800","+28800"
"Asia","China","Shenzhen","+114:06:00","+22:33:00","99","+28800","+28800"
"Asia","China","Tangshan","+118:10:00","+39:36:00","99","+28800","+28800"
"Asia","China","Tianjin","+117:11:00","+39:08:00","99","+28800","+28800"
"Asia","China","Ur\u00FCmqi","+087:35:11","+43:46:57","99","+28800","+28800"
"Asia","China","Wuhan","+113:53:29","+29:58:20","99","+28800","+28800"
"Asia","China","Wuxi","+120:17:00","+31:34:00","99","+28800","+28800"
"Asia","China","Zhengzhou","+113:38:31","+34:45:37","99","+28800","+28800"
"Asia","China","Zibo","+118:03:00","+36:47:00","99","+28800","+28800"
"Asia","Christmas Island (Australia)","Fish Fyling Cove","+105:40:50","-10:25:43","99","+25200","+25200"
"Asia","Cocos (Keeling) Islands (Australia)","West Island","+096:49:42","-12:11:13","99","+23400","+23400"
"Asia","Cyprus (Northern)","Famagusta","+033:57:01","+35:06:20"," 0","+07200","+10800"
"Asia","Cyprus (Northern)","Kyrenia","+033:19:58","+35:19:33"," 0","+07200","+10800"
"Asia","Georgia","Kutaisi","+042:42:00","+42:15:00","99","+14400","+14400"
"Asia","Georgia","Tbilisi","+044:47:34","+41:42:36","99","+14400","+14400"
"Asia","India","Ahmedabad","+072:33:57","+23:02:22","99","+19800","+19800"
"Asia","India","Bangalore","+077:34:00","+12:58:00","99","+19800","+19800"
"Asia","India","Chennai","+080:14:58","+13:03:37","99","+19800","+19800"
"Asia","India","Hyderabad","+078:29:12","+17:23:06","99","+19800","+19800"
"Asia","India","Jaipur","+075:48:04","+25:54:18","99","+19800","+19800"
"Asia","India","Kanpur","+080:19:04","+26:27:28","99","+19800","+19800"
"Asia","India","Kolkata","+088:20:03","+22:32:36","99","+19800","+19800"
"Asia","India","Mumbai","+072:51:22","+19:01:03","99","+19800","+19800"
"Asia","India","New Delhi","+077:13:29","+28:38:07","99","+19800","+19800"
"Asia","India","Pune","+073:51:23","+18:31:13","99","+19800","+19800"
"Asia","India","Surat","+072:49:10","+21:11:42","99","+19800","+19800"
"Asia","Indonesia","Banda Aceh","+095:19:08","+05:32:46","99","+25200","+25200"
"Asia","Indonesia","Jakarta","+106:48:22","-06:11:10","99","+25200","+25200"
"Asia","Indonesia","Jayapura","+140:42:49","-02:32:28","99","+32400","+32400"
"Asia","Indonesia","Kupang","+123:34:40","-10:10:20","99","+28800","+28800"
"Asia","Indonesia","Makassar","+119:25:00","-05:08:00","99","+28800","+28800"
"Asia","Indonesia","Medan","+098:39:38","+03:34:39","99","+25200","+25200"
"Asia","Indonesia","Palangkaraya","+113:55:35","-02:13:01","99","+28800","+28800"
"Asia","Indonesia","Palembang","+104:47:39","-03:00:30","99","+25200","+25200"
"Asia","Indonesia","Ternate","+127:22:38","+04:46:00","99","+32400","+32400"
"Asia","Iran","Esfah\u00E3n","+051:40:45","+32:39:05"," 0","+12600","+16200"
"Asia","Iran","Mashdad","+059:36:45","+36:17:15"," 0","+12600","+16200"
"Asia","Iran","Shiraz","+052:31:52","+29:36:07"," 0","+12600","+16200"
"Asia","Iran","Tabriz","+046:17:24","+38:05:51"," 0","+12600","+16200"
"Asia","Iran","Tehran","+051:26:08","+35:42:21"," 0","+12600","+16200"
"Asia","Iraq","Arbil","+044:01:00","+36:10:59","99","+10800","+10800"
"Asia","Iraq","Baghdad","+044:23:32","+33:18:56","99","+10800","+10800"
"Asia","Iraq","Basra","+047:49:00","+30:30:00","99","+10800","+10800"
"Asia","Iraq","Mosul","+043:07:00","+36:22:00","99","+10800","+10800"
"Asia","Iraq","Sadr City","+044:27:30","+33:23:20","99","+10800","+10800"
"Asia","Israel","Ashdod","+034:39:00","+31:48:00"," 0","+07200","+10800"
"Asia","Israel","Haifa","+034:59:00","+32:49:00"," 0","+07200","+10800"
"Asia","Israel","Jerusalem","+035:12:02","+31:47:08"," 0","+07200","+10800"
"Asia","Israel","Rishon LeZion","+034:48:00","+31:58:00"," 0","+07200","+10800"
"Asia","Israel","Tel Aviv - Yafo","+034:48:00","+32:05:00"," 0","+07200","+10800"
"Asia","Japan","Sapporo (\u672d\u5e4c\u5e02)","+141:20:49","+43:03:51","99","+32400","+32400"
"Asia","Japan","Aomori (\u9752\u68ee\u5e02)","+140:44:24","+40:49:28","99","+32400","+32400"
"Asia","Japan","Morioka (\u76db\u5ca1\u5e02)","+141:09:09","+39:42:13","99","+32400","+32400"
"Asia","Japan","Sendai (\u4ed9\u53f0\u5e02)","+140:52:19","+38:16:08","99","+32400","+32400"
"Asia","Japan","Akita (\u79cb\u7530\u5e02)","+140:06:12","+39:43:05","99","+32400","+32400"
"Asia","Japan","Yamagata (\u5c71\u5f62\u5e02)","+140:21:48","+38:14:26","99","+32400","+32400"
"Asia","Japan","Fukusima (\u798f\u5cf6\u5e02)","+140:28:04","+37:45:00","99","+32400","+32400"
"Asia","Japan","Mito (\u6c34\u6238\u5e02)","+140:26:48","+36:20:29","99","+32400","+32400"
"Asia","Japan","Utsunomiya (\u5b87\u90fd\u5bae\u5e02)","+139:53:01","+36:33:57","99","+32400","+32400"
"Asia","Japan","Maebashi (\u524d\u6a4b\u5e02)","+139:03:39","+36:23:28","99","+32400","+32400"
"Asia","Japan","Urawa (\u3055\u3044\u305f\u307e\u5e02)","+139:38:56","+35:51:25","99","+32400","+32400"
"Asia","Japan","Chiba (\u5343\u8449\u5e02)","+140:07:24","+35:36:17","99","+32400","+32400"
"Asia","Japan","Tokyo (\u6771\u4eac)","+139:41:30","+35:41:22","99","+32400","+32400"
"Asia","Japan","Yokohama (\u6a2a\u6d5c\u5e02)","+139:38:33","+35:26:52","99","+32400","+32400"
"Asia","Japan","Niigata (\u65b0\u6f5f\u5e02)","+139:01:25","+37:54:08","99","+32400","+32400"
"Asia","Japan","Toyama (\u5bcc\u5c71\u5e02)","+137:12:41","+36:41:43","99","+32400","+32400"
"Asia","Japan","Kanazawa (\u91d1\u6ca2\u5e02)","+136:37:32","+36:35:40","99","+32400","+32400"
"Asia","Japan","Fukui (\u798f\u4e95\u5e02)","+136:13:19","+36:03:55","99","+32400","+32400"
"Asia","Japan","Kofu (\u7532\u5e9c\u5e02)","+138:34:06","+35:39:50","99","+32400","+32400"
"Asia","Japan","Nagano (\u9577\u91ce\u5e02)","+138:10:52","+36:39:05","99","+32400","+32400"
"Asia","Japan","Gifu (\u5c90\u961c\u5e02)","+136:43:20","+35:23:28","99","+32400","+32400"
"Asia","Japan","Shizuoka (\u9759\u5ca1\u5e02)","+138:22:59","+34:58:37","99","+32400","+32400"
"Asia","Japan","Nagoya (\u540d\u53e4\u5c4b\u5e02)","+136:54:24","+35:10:49","99","+32400","+32400"
"Asia","Japan","Tsu (\u6d25\u5e02)","+136:30:31","+34:43:49","99","+32400","+32400"
"Asia","Japan","Otsu (\u5927\u6d25\u5e02)","+135:52:06","+35:00:16","99","+32400","+32400"
"Asia","Japan","Kyoto (\u4eac\u90fd\u5e02)","+135:45:20","+35:01:17","99","+32400","+32400"
"Asia","Japan","Osaka (\u5927\u962a\u5e02)","+135:31:12","+34:41:11","99","+32400","+32400"
"Asia","Japan","Kobe (\u795e\u6238\u5e02)","+135:10:59","+34:41:29","99","+32400","+32400"
"Asia","Japan","Nara (\u5948\u826f\u5e02)","+135:49:58","+34:41:07","99","+32400","+32400"
"Asia","Japan","Wakayama (\u548c\u6b4c\u5c71\u5e02)","+135:10:03","+34:13:34","99","+32400","+32400"
"Asia","Japan","Tottori (\u9ce5\u53d6\u5e02)","+134:14:18","+35:30:13","99","+32400","+32400"
"Asia","Japan","Matsue (\u677e\u6c5f\u5e02)","+133:03:02","+35:28:20","99","+32400","+32400"
"Asia","Japan","Okayama (\u5ca1\u5c71\u5e02)","+133:56:06","+34:39:42","99","+32400","+32400"
"Asia","Japan","Hiroshima (\u5e83\u5cf6\u5e02)","+132:27:34","+34:23:47","99","+32400","+32400"
"Asia","Japan","Yamaguchi (\u5c71\u53e3\u5e02)","+131:28:17","+34:11:09","99","+32400","+32400"
"Asia","Japan","Tokushima (\u5fb3\u5cf6\u5e02)","+134:33:34","+34:03:57","99","+32400","+32400"
"Asia","Japan","Takmatsu (\u9ad8\u677e\u5e02)","+134:02:36","+34:20:25","99","+32400","+32400"
"Asia","Japan","Matuyama (\u677e\u5c71\u5e02)","+132:45:58","+33:50:30","99","+32400","+32400"
"Asia","Japan","Kochi (\u9ad8\u77e5\u5e02)","+133:31:52","+33:33:35","99","+32400","+32400"
"Asia","Japan","Fukuoka (\u798f\u5ca1\u5e02)","+130:25:05","+33:36:23","99","+32400","+32400"
"Asia","Japan","Saga (\u4f50\u8cc0\u5e02)","+130:17:56","+33:14:58","99","+32400","+32400"
"Asia","Japan","Nagasaki (\u9577\u5d0e\u5e02)","+129:52:25","+32:44:41","99","+32400","+32400"
"Asia","Japan","Kumamoto (\u718a\u672c\u5e02)","+130:44:30","+32:47:23","99","+32400","+32400"
"Asia","Japan","Oita (\u5927\u5206\u5e02)","+131:36:45","+33:14:17","99","+32400","+32400"
"Asia","Japan","Miyazaki (\u5bae\u5d0e\u5e02)","+131:25:26","+31:54:40","99","+32400","+32400"
"Asia","Japan","Kagoshima (\u9e7f\u5150\u5cf6\u5e02)","+130:33:29","+31:33:37","99","+32400","+32400"
"Asia","Japan","Naha (\u90a3\u8987\u5e02)","+127:40:52","+26:12:45","99","+32400","+32400"
"Asia","Japan","Tokyo  (MAXON JP)","+139:42:55","+35:37:43","99","+32400","+32400"
"Asia","Jordan","Amman","+035:56:05","+31:56:21"," 0","+07200","+10800"
"Asia","Jordan","Irbid","+035:51:10","+32:33:10"," 0","+07200","+10800"
"Asia","Jordan","Zarqa","+036:06:00","+32:05:00"," 0","+07200","+10800"
"Asia","Kazakhstan","Almaty","+076:53:45","+43:16:39","99","+21600","+21600"
"Asia","Kazakhstan","Aqtau","+051:10:36","+43:37:52","99","+18000","+18000"
"Asia","Kazakhstan","Aqtobe","+057:13:53","+50:16:15","99","+18000","+18000"
"Asia","Kazakhstan","Astana","+071:26:51","+51:10:46","99","+21600","+21600"
"Asia","Kazakhstan","Karaganda","+073:10:00","+49:50:00","99","+21600","+21600"
"Asia","Kazakhstan","Shymkent","+069:34:21","+42:18:09","99","+21600","+21600"
"Asia","Kuwait","Kuwait City","+047:58:56","+29:22:19","99","+10800","+10800"
"Asia","Kyrgyzstan","Bishkek","+074:35:54","+42:52:04","99","+21600","+21600"
"Asia","Kyrgyzstan","Osh","+072:47:56","+40:31:25","99","+21600","+21600"
"Asia","Laos","Ban Houayxay","+100:26:20","+20:15:15","99","+25200","+25200"
"Asia","Laos","Louang Namtha","+101:24:10","+20:56:50","99","+25200","+25200"
"Asia","Laos","Luang Prabang","+102:08:29","+19:53:02","99","+25200","+25200"
"Asia","Laos","Phonsavan","+103:02:06","+18:05:41","99","+25200","+25200"
"Asia","Laos","Salavan","+106:25:38","+15:42:58","99","+25200","+25200"
"Asia","Laos","Sam Neua","+104:02:31","+20:25:04","99","+25200","+25200"
"Asia","Laos","Vientiane","+102:36:52","+17:57:46","99","+25200","+25200"
"Asia","Laos","\uFEFFMuang Kh\u00F4ng","+105:51:18","+14:06:39","99","+25200","+25200"
"Asia","Lebanon","Beirut","+035:30:48","+33:53:13"," 0","+07200","+10800"
"Asia","Lebanon","Sour","+035:13:17","+33:16:21"," 0","+07200","+10800"
"Asia","Lebanon","Tripoli","+035:50:32","+34:26:22"," 0","+07200","+10800"
"Asia","Malaysia","George Town","+100:19:32","+05:21:14","99","+28800","+28800"
"Asia","Malaysia","Ipoh","+101:07:00","+04:59:00","99","+28800","+28800"
"Asia","Malaysia","Johor Bahru","+103:44:00","+01:29:00","99","+28800","+28800"
"Asia","Malaysia","Klang","+101:27:00","+03:02:00","99","+28800","+28800"
"Asia","Malaysia","Kota Kinabulu","+116:04:13","+05:58:21","99","+28800","+28800"
"Asia","Malaysia","Kuala Lumpur","+101:42:27","+03:09:00","99","+28800","+28800"
"Asia","Malaysia","Kuching","+109:34:20","+00:53:35","99","+28800","+28800"
"Asia","Malaysia","Subang Jaya","+101:23:10","+03:13:41","99","+28800","+28800"
"Asia","Maldives","Mal\u00E9","+073:31:15","+04:09:06","99","+18000","+18000"
"Asia","Mongolia","Choibalsan","+114:30:20","+48:03:37","99","+28800","+28800"
"Asia","Mongolia","Darkhan","+105:57:27","+49:28:08","99","+28800","+28800"
"Asia","Mongolia","Erdenet","+104:05:27","+49:02:08","99","+28800","+28800"
"Asia","Mongolia","Khovd","+091:38:10","+48:00:17","99","+25200","+25200"
"Asia","Mongolia","Ulan Bator","+106:55:19","+47:54:49","99","+28800","+28800"
"Asia","Nagorno-Karabakh","Stepanakert","+046:45:07","+39:48:55"," 0","+14400","+18000"
"Asia","Nepal","Kathmandu","+085:18:56","+27:42:20","99","+20700","+20700"
"Asia","Nepal","Patan","+085:21:00","+27:42:00","99","+20700","+20700"
"Asia","Nepal","Pokhara","+083:59:00","+28:24:00","99","+20700","+20700"
"Asia","North Korea","Ch'\u014Fngjin","+129:47:00","+41:48:00","99","+32400","+32400"
"Asia","North Korea","Hamh\u016Dng","+127:32:00","+09:55:00","99","+32400","+32400"
"Asia","North Korea","Nampho","+125:24:00","+38:44:00","99","+32400","+32400"
"Asia","North Korea","P'y\u014Fngyang","+125:45:14","+39:01:54","99","+32400","+32400"
"Asia","North Korea","Sariw\u014Fn","+125:45:35","+38:30:23","99","+32400","+32400"
"Asia","North Korea","Sin\u016Diju","+124:24:00","+40:06:00","99","+32400","+32400"
"Asia","North Korea","W\u014Fnsan","+127:25:46","+39:08:51","99","+32400","+32400"
"Asia","Oman","Al Khasab","+056:15:01","+26:12:00","99","+14400","+14400"
"Asia","Oman","Muscat","+058:35:36","+23:36:55","99","+14400","+14400"
"Asia","Oman","Salalah","+054:05:23","+17:01:11","99","+14400","+14400"
"Asia","Pakistan","Faisalabad","+072:59:40","+31:21:52"," 1","+18000","+21600"
"Asia","Pakistan","Gujranwala","+074:11:05","+32:09:35"," 1","+18000","+21600"
"Asia","Pakistan","Hyderabad","+068:22:04","+25:22:42"," 1","+18000","+21600"
"Asia","Pakistan","Islamabad","+073:04:00","+33:43:00"," 1","+18000","+21600"
"Asia","Pakistan","Karachi","+067:00:36","+24:51:36"," 1","+18000","+21600"
"Asia","Pakistan","Lahore","+074:20:37","+31:32:59"," 1","+18000","+21600"
"Asia","Pakistan","Multan","+071:27:58","+30:11:25"," 1","+18000","+21600"
"Asia","Pakistan","Peshwar","+071:33:11","+34:00:23"," 1","+18000","+21600"
"Asia","Pakistan","Rawalpindi","+073:02:00","+33:36:00"," 1","+18000","+21600"
"Asia","Palestine","Gaza City","+034:26:45","+31:31:27"," 0","+07200","+10800"
"Asia","Palestine","Hebron","+035:05:42","+31:31:58"," 0","+07200","+10800"
"Asia","Palestine","Khan Yunis","+034:17:47","+31:20:36"," 0","+07200","+10800"
"Asia","Palestine","Nablus","+035:16:00","+32:13:04"," 0","+07200","+10800"
"Asia","Philippines","Caloocan","+120:58:18","+14:39:04","99","+28800","+28800"
"Asia","Philippines","Cebu","+123:53:54","+10:18:26","99","+28800","+28800"
"Asia","Philippines","Davao City","+125:36:49","+07:04:48","99","+28800","+28800"
"Asia","Philippines","Manila","+120:58:55","+14:36:02","99","+28800","+28800"
"Asia","Philippines","Queyon City","+121:03:55","+14:39:46","99","+28800","+28800"
"Asia","Qatar","Doha","+051:30:29","+25:17:41","99","+10800","+10800"
"Asia","Qatar","Dukhan","+050:47:22","+25:25:29","99","+10800","+10800"
"Asia","Russia","Chelyabinsk","+061:24:09","+55:09:35"," 0","+18000","+21600"
"Asia","Russia","Kazan","+049:06:29","+55:47:47"," 0","+10800","+14400"
"Asia","Russia","Moscow","+037:37:03","+55:45:20"," 0","+10800","+14400"
"Asia","Russia","Nizhny Novgorod","+044:00:33","+56:19:47"," 0","+10800","+14400"
"Asia","Russia","Novosibirsk","+082:55:40","+55:02:21"," 0","+21600","+25200"
"Asia","Russia","Omsk","+073:23:37","+54:58:15"," 0","+21600","+25200"
"Asia","Russia","Perm","+056:14:06","+57:59:49"," 0","+18000","+21600"
"Asia","Russia","Rostov-on-Don","+039:42:54","+47:13:59"," 0","+10800","+14400"
"Asia","Russia","Saint Petersburg","+030:18:56","+59:56:20"," 0","+10800","+14400"
"Asia","Russia","Samara","+050:09:34","+53:12:07"," 0","+14400","+18000"
"Asia","Russia","Ufa","+056:05:46","+54:49:18"," 0","+18000","+21600"
"Asia","Russia","Vladivostok","+131:55:25","+43:07:50"," 0","+36000","+39600"
"Asia","Russia","Volgograd","+044:30:16","+48:43:05"," 0","+10800","+14400"
"Asia","Russia","Yekaterinburg","+060:35:48","+56:50:16"," 0","+18000","+21600"
"Asia","Saudia Arabia","Dammam","+050:08:47","+26:24:03","99","+10800","+10800"
"Asia","Saudia Arabia","Jeddah","+039:10:24","+21:32:36","99","+10800","+10800"
"Asia","Saudia Arabia","Mecca","+039:49:36","+21:25:20","99","+10800","+10800"
"Asia","Saudia Arabia","Medina","+039:36:40","+24:28:09","99","+10800","+10800"
"Asia","Saudia Arabia","Riyadh","+046:41:51","+24:40:29","99","+10800","+10800"
"Asia","Singapore","Singapore","+103:51:00","+01:17:21","99","+28800","+28800"
"Asia","South Korea","Busan","+129:03:17","+35:09:28","99","+32400","+32400"
"Asia","South Korea","Daegu","+128:35:43","+35:51:43","99","+32400","+32400"
"Asia","South Korea","Daejeon","+127:25:38","+36:19:25","99","+32400","+32400"
"Asia","South Korea","Gwangju","+126:54:20","+35:09:18","99","+32400","+32400"
"Asia","South Korea","Incheon","+126:39:18","+37:26:41","99","+32400","+32400"
"Asia","South Korea","Seongnam","+127:08:45","+37:26:30","99","+32400","+32400"
"Asia","South Korea","Seoul","+126:58:58","+37:30:50","99","+32400","+32400"
"Asia","South Ossetia","Kurta","+043:56:21","+42:18:13","99","+14400","+14400"
"Asia","Sri Lanka","Colombo","+079:51:26","+06:54:55","99","+19800","+19800"
"Asia","Sri Lanka","Galle","+080:12:59","+06:02:04","99","+19800","+19800"
"Asia","Sri Lanka","Jaffna","+080:00:36","+09:40:11","99","+19800","+19800"
"Asia","Sri Lanka","Sri Jayawardenapura-Kotte","+079:55:08","+06:53:14","99","+19800","+19800"
"Asia","Sri Lanka","Trincomalee","+081:13:58","+08:34:08","99","+19800","+19800"
"Asia","Syria","Aleppo","+037:08:37","+36:12:24"," 1","+07200","+10800"
"Asia","Syria","Damascus","+036:17:38","+33:30:56"," 1","+07200","+10800"
"Asia","Syria","Deir ez-Zor","+040:09:20","+35:19:38"," 1","+07200","+10800"
"Asia","Syria","Homs","+036:43:05","+34:44:02"," 1","+07200","+10800"
"Asia","Taiwan","Douliou","+120:32:38","+23:42:27","99","+28800","+28800"
